STORYTASK_NPCSTORY_STEP_2_DESC |= Return to {TASKGIVERNAME}에게 돌아가 과제를 완료합니다.
STORYTASK_NPCSTORY_GAGE_MAKER_LIKE |= An Ogyr bashed her skull in when I was 5.
STORYTASK_NPCSTORY_GAGE_MAKER_NAME |= Kill an Ogyr
STORYTASK_NPCSTORY_GAGE_MAKER_DESC |= Got to Toughwood and slay an Ogyr, then return to Gage.
STORYTASK_NPCSTORY_GAGE_MAKER_START |= I had a brainwave!
STORYTASK_NPCSTORY_GAGE_MAKER_START |= What would really make Dad proud is if I could give him some Ogyr Blood. I could say I killed one in revenge for Mum. It would make him so proud.
STORYTASK_NPCSTORY_GAGE_MAKER_START |= I definitely can't kill an actual Ogyr though. Toughwood is no place for anyone!
STORYTASK_NPCSTORY_GAGE_MAKER_START |= Would you do it? Could you do it? Slay an Ogyr for me?
STORYTASK_NPCSTORY_GAGE_MAKER_END |= You are a true wonder! Ogyr slain for friendship! Dad will love this.
STORYTASK_NPCSTORY_GAGE_MAKER_END |= Please take the hammer he gave me. He actually doesn't realise I still have it; he thought it was lost long ago. 
STORYTASK_NPCSTORY_GAGE_MAKER_END |= I don't think he actually really pays attention to that kind of thing. He is a man of deed.
STORYTASK_NPCSTORY_MASON_MAKER_FRIENDLY |= How are you getting on with my son, Gage?
STORYTASK_NPCSTORY_MASON_MAKER_FRIENDLY |= He's really trying hard to impress me, bless him. He has such a talent for smithing, but he does not believe that. He needs to realise that the world is at his feet, should he wish to place it there!
STORYTASK_NPCSTORY_MASON_MAKER_FRIENDLY |= 부담스럽게 해서 미안해! 사실 너를 잘 모르지만 때로는 귀를 기울이는 것이 좋아.
STORYTASK_NPCSTORY_MASON_MAKER_LIKE |= Smithing is really for the strong. Gage and I have a workout routine and strict diet. 
STORYTASK_NPCSTORY_MASON_MAKER_LIKE |= Want to know our secret?
STORYTASK_NPCSTORY_MASON_MAKER_LIKE |= Eggs! Eggs and meat! And milk!
STORYTASK_NPCSTORY_MASON_MAKER_LIKE |= It's a pity Woemarsh was so underserved in the past, but since it opened up to the outside world, we have got our grimy hands on all manner of goods.
STORYTASK_NPCSTORY_MASON_MAKER_LIKE |= Look at our muscles now! Like a sock full of boulders.
STORYTASK_NPCSTORY_MASON_MAKER_NAME |= Give Mason 10 Pork Chops
STORYTASK_NPCSTORY_MASON_MAKER_DESC |= Gift 10 Pork Chops to Mason Maker of Copperpot.
STORYTASK_NPCSTORY_MASON_MAKER_START |= I will keep this short, as I am a simple man with simple needs.
STORYTASK_NPCSTORY_MASON_MAKER_START |= You want my friendship, and I need pork chops. Ten of them, if you please?
STORYTASK_NPCSTORY_MASON_MAKER_END |= Woah! This is the stuff! Pork Chops will put hairs on your chest. I need that, as mine often get singed off by the forge!
STORYTASK_NPCSTORY_PEARL_ONION_FRIENDLY |= Your eyes are really nice, if I may say? Mine lost their original colour when I was little. They say it's an effect of the marsh gas over time. This place is a bit unusual, isn't it? Our hair, eyes, the way we stopped ageing. It didn't always use to be like this. We are the lucky generation.
STORYTASK_NPCSTORY_PEARL_ONION_LIKE |= I used to love playing at being a shop owner when I was little. I would make perfume by putting flower petals in water and sell refreshing drinks from a little stall I made from an old crate and some discarded ribbons.
STORYTASK_NPCSTORY_PEARL_ONION_LIKE |= I say refreshing... it was undrinkable.
STORYTASK_NPCSTORY_PEARL_ONION_LIKE |= However, years later, I made my fortune selling it as a fantastic floor cleaner and paint stripper.
STORYTASK_NPCSTORY_PEARL_ONION_NAME |= 펄을 윌로우다운 농장으로 데려가기
STORYTASK_NPCSTORY_PEARL_ONION_DESC |= 상호작용 명령을 사용해 펄이 따라오게 한 후 윌로우다운 농장으로 데려가세요. 펄을 고리로 표시된 3 지점으로 데려가세요.
STORYTASK_NPCSTORY_PEARL_ONION_START |= I was thinking about being young again. There is a legend about a ring of statues that can do such a thing, but I don't think I would want to physically change. The thoughts and memories I have warm me in my bed at night. Nostalgia nourishes me.
STORYTASK_NPCSTORY_PEARL_ONION_START |= Could you show me where you grew up? Take me on a tour of this farm you own, so I can absorb the spirit of the place.
STORYTASK_NPCSTORY_PEARL_ONION_END |= Thank you so much for that wonderful tour. It was delightful to see how the other half live. It will inspire my thoughts, dreams, drawings and writings for years to come!
NPCSTORY_PEARL_ONION_1 |= Oh, isn't this beautiful? We don't have fruit trees in Woemarsh. So fresh and vibrant. The smell really clears my nose of that stodgy marsh gas.
NPCSTORY_PEARL_ONION_2 |= So you used to come here and plant your seeds and lovingly water them? This is good soil, unlike that acidic muck we get back home. A person could really put down some deep roots in soil like this.
NPCSTORY_PEARL_ONION_3 |= Well, isn't this charming? Looks like the kind of place where adventures begin, and dreams are made. The sound of the waterfalls, the whispering trees, the smell of the lavender. I could close my eyes now and never want to wake.
STORYTASK_NPCSTORY_LEWIS_FLUSHING_FRIENDLY |= You are a nut for trying to befriend me, you know? Nobody in town really cares much for me because I'm the joker of the pack. That's why I live out here by myself. I can scheme and plot some quality pranks. 
STORYTASK_NPCSTORY_LEWIS_FLUSHING_FRIENDLY |= We are all descended from fun lovers, not boring old sun lovers. What is life if not for having fun? It gets boring after decades of the same-old, same-old. I am old, but I don't want to grow up!
STORYTASK_NPCSTORY_LEWIS_FLUSHING_LIKE |= Can I tell you a secret? When I was little, and we hadn't been blessed yet, my mother showed me a book she had hidden. It was an heirloom that was passed down through our family. It was called Peter Pan. It was about a really annoying boy who never grew up. He had a pet fairy, and he fought adults with his sword.
STORYTASK_NPCSTORY_LEWIS_FLUSHING_LIKE |= I always wanted to be just like him. I will never fly, though.
STORYTASK_NPCSTORY_LEWIS_FLUSHING_NAME |= Take Lewis to The Dancers
STORYTASK_NPCSTORY_LEWIS_FLUSHING_DESC |= Get Lewis to follow you using the interact command and take him to the marked area in The Dancers, north of FineFayre in Mellowfields.
STORYTASK_NPCSTORY_LEWIS_FLUSHING_START |= I want to be a little boy again. Paige told me about The Dancers, somewhere west of Mellowbrook. It's a creepy stone circle of statues, and legend says they can make someone young again. Take me there, and we can be friends eternally!
STORYTASK_NPCSTORY_LEWIS_FLUSHING_END |= Thank you for accompanying me. You are a true legend. I promise not to put beetles in your underpants.
NPCSTORY_LEWIS_FLUSHING_1 |= Oh my! I have changed my mind! This place gives me the creeps. I just pictured myself as a small boy with no parents, living alone in the marsh. All my childhood anxieties returning. All the nightmares I couldn't control. 
NPCSTORY_LEWIS_FLUSHING_1 |= The enormity of how small I was hit me hard, man.
NPCSTORY_LEWIS_FLUSHING_1 |= Adulthood ain't as bad as I make out.
STORYTASK_NPCSTORY_SAL_LOON_FRIENDLY |= I have run this tavern for well over a century now, and I still love it as much as when I first opened it. It used to be really busy, but as the people of Woemarsh vanished over the years, it became abandoned. I decided to take it over and spruce it up, and when we were connected to the outside world, it became a watering hole for traders, wanderers and the curious.
STORYTASK_NPCSTORY_SAL_LOON_LIKE |= How do we cope with being near-immortal? By being close friends and enjoying our gifts. This village used to be much bigger, but many couldn't cope, and they walked into the mists or Dreadwaters on purpose. Those with willpower and spirit stayed on, and finally, we were shown a path outside by Morwenna. Some left to wander the land, but a few of us stayed. We are the hardcore, through and through. Woemarsh 4 life!
STORYTASK_NPCSTORY_SAL_LOON_NAME |= Take a pig to Copperpot Tavern
STORYTASK_NPCSTORY_SAL_LOON_DESC |= Ride or get a pig to follow you to the back room in the tavern within Copperpot.
STORYTASK_NPCSTORY_SAL_LOON_START |= I think more people need to experience my special brews and also the greatness that our village has to offer. Did you know we have pipes that heat and light our homes? No other place in Quill has our advancements, and it was my father, Wilf, who created them. He sadly died when he lit his pipe too near a gas source, and the resulting bang made him fall off his stilts and into a vat of tar. And that is why we should never smoke. It's the tar that kills you.
STORYTASK_NPCSTORY_SAL_LOON_START |= Anyway, I had an idea to serve food... in a pub! Crazy, I know. If you bring me a pig, our friendship is secured.
STORYTASK_NPCSTORY_SAL_LOON_END |= Excellent! Now I can train this pig to serve customers' salads. I am going all vegan, so those pork chops are on the house. Not literally, before you even think about joking.
STORYTASK_NPCSTORY_AVA_GANDER_FRIENDLY |= It's great to make a new friend; especially one from so far away. It was only in recent times that Woemarsh was made accessible to all, and we started to stray from our little community. We have been around a long time, thanks to our blessing, but we were shut off from the outside world.
STORYTASK_NPCSTORY_AVA_GANDER_FRIENDLY |= Once I got out there, I discovered so many amazing goods, and so my store thrived.
STORYTASK_NPCSTORY_AVA_GANDER_LIKE |= I like how adventurous you are. As you may have noticed, we of Woemarsh are a bit quirky. It's all in our ancestry. For so long, we have been stuck in these marshes, thinking we are alone in the world, except for old Daddy Long Legs, but he's not exactly the kind you want to talk to!
STORYTASK_NPCSTORY_AVA_GANDER_NAME |= Take Ava to the 3 locations
STORYTASK_NPCSTORY_AVA_GANDER_DESC |= Take Ava to the marked locations in the 3 locations she mentions...
STORYTASK_NPCSTORY_AVA_GANDER_DESC |= A woodland with dancing statues in Mellowfields...
STORYTASK_NPCSTORY_AVA_GANDER_DESC |= An ancient graveyard in the Vale...
STORYTASK_NPCSTORY_AVA_GANDER_DESC |= A woodland with poppies where sweethearts go in Summerdown.
STORYTASK_NPCSTORY_AVA_GANDER_START |= This may seem a bit forward of me, but would you take me to some places I have never been?
STORYTASK_NPCSTORY_AVA_GANDER_START |= I read about a glade of strange dancing stones somewhere in Mellowfields, and a place in your Vale where an ancient religion lay buried. I also heard tell of a beautiful woodland in Summerdown where lovers walk amongst the giant poppies.
STORYTASK_NPCSTORY_AVA_GANDER_END |= Thank you for showing me the stranger places in the world. I think there must be a reason why we prefer our home of Woemarsh! Stay safe out there.
NPCSTORY_AVA_GANDER_1 |= This is so mysterious! Do you wonder why they are here? They actually creep me out a bit! Let's get out of here.
NPCSTORY_AVA_GANDER_2 |= Oh, another mysterious and creepy place. They actually put their bodies into wooden caskets and buried them? How will their souls get out? I don't like it! Let's get out of here.
NPCSTORY_AVA_GANDER_3 |= Ah, this is a beautiful place, but why the phallic statues? I get a feeling here that we are being watched. Don't you feel it too? It's like eyes on us from every bush. It's suffocating. Let's get out of here.
STORYTASK_NPCSTORY_ISIAH_GREEN_FRIENDLY |= Well, I am surprised that you wish to grow our friendship. Not many folks around here like our ways.
STORYTASK_NPCSTORY_ISIAH_GREEN_FRIENDLY |= It's all Theresa. She insists on us being the most faithful. But unfortunately, faith is not something I have in abundance. Just don't tell her I said that.
STORYTASK_NPCSTORY_ISIAH_GREEN_LIKE |= Can I confess to you? I just cannot hold it in much longer. Every day I am told to look up at the sky and revere our Goddesses. I can't see them, though, and I certainly don't feel them. I long for them to reach down and touch me, but they never do. Theresa is a good woman at heart, but her heart and hands became cold long ago.
STORYTASK_NPCSTORY_ISIAH_GREEN_NAME |= Get a Lover's Truffle for Isiah
STORYTASK_NPCSTORY_ISIAH_GREEN_DESC |= Gift Isiah a Lover's Truffle
STORYTASK_NPCSTORY_ISIAH_GREEN_START |= Could you help me? I really want to help Theresa be like the girl I knew when we first met. She could sing the hairs off a pig's back and we broke many a bedspring.
STORYTASK_NPCSTORY_ISIAH_GREEN_START |= It must be me. Years of devout worship has stopped me from worshipping myself. Any vigour I had has dried up. I know that Lover's Truffles are meant to be great for boosting one's abilities in certain areas. Maybe that will stoke the coals a bit. I want to not see the trees for the wood. Help me get one of those rare things, and I will be in your service.
STORYTASK_NPCSTORY_ISIAH_GREEN_END |= Thank you so much! I know these are hard to get, a bit like my problem, eh? I still have a bit of lightning in my old bottle, thanks to you! 
STORYTASK_NPCSTORY_THERESA_GREEN_FRIENDLY |= Do you think me too serious? Do you think me too uptight? Then that is good. Most people here treat life as a frivolous journey and do not contemplate the meaning of their being. Even Isiah cannot keep his eyes on the sky. I have seen his eye wander, and he should fix his gaze lest that eye be torn out!
STORYTASK_NPCSTORY_THERESA_GREEN_LIKE |= Why have the wicked not been punished? Why do the Goddesses let men be drunk and lay with another at will? Why does nobody really fear sacrifice? Am I the only one even trying? Perhaps my way is the wrong way. Do you think I have lived my life hiding from the ghosts of truth? Don't answer that. I think I just answered it myself.
STORYTASK_NPCSTORY_THERESA_GREEN_NAME |= Take Theresa to other Havens
STORYTASK_NPCSTORY_THERESA_GREEN_DESC |= Get Theresa to Follow you and take her to the marked areas in the following locations...
STORYTASK_NPCSTORY_THERESA_GREEN_DESC |= \nRivermoor
STORYTASK_NPCSTORY_THERESA_GREEN_DESC |= \nOutlane
STORYTASK_NPCSTORY_THERESA_GREEN_DESC |= \nThe Circle
STORYTASK_NPCSTORY_THERESA_GREEN_DESC |= \nFrogmarsh
STORYTASK_NPCSTORY_THERESA_GREEN_DESC |= \nLoverwood
STORYTASK_NPCSTORY_THERESA_GREEN_START |= I have decided I need to get away and see the beauty of the world. I think it will be good for my soul. It would be lovely if you would accompany me on a trip to see the other havens. For too long, I have been stuck in the Vale. The only time I went elsewhere was to worship. Let's go to each haven and let my soul take in the beauty that the Goddesses have given us.
STORYTASK_NPCSTORY_THERESA_GREEN_END |= What a beautiful world we live in! I feel refreshed and reborn. My love for the Goddesses is recharged, and I shall sing their praises rather than mumble them through clasped hands. Please take this as a token of my gratitude.
NPCSTORY_THERESA_GREEN_1 |= What a wild land this is. So bleak, yet so intoxicating and peaceful. I can hear the voices of the Goddesses in the wind.
NPCSTORY_THERESA_GREEN_2 |= What a quiet and serene place. It's no wonder that hermits retreat here. One can be at one with themselves and nature.
NPCSTORY_THERESA_GREEN_3 |= This is so wonderful! There is an ancient power here I can feel in my bones. The majesty of the wilderness makes you dizzy.
NPCSTORY_THERESA_GREEN_3 |= I feel like the presence of the Goddesses is very strong here. It's like you are standing at a gateway to many places, both real and spiritual.
NPCSTORY_THERESA_GREEN_4 |= Can you hear that? It's the sound of life continuing to thrive in secret pools and under the roots.
NPCSTORY_THERESA_GREEN_4 |= Some may think this is a harsh place, but I love the song of the natural world here. I almost feel compelled to just walk into those dark waters and sing with them.
NPCSTORY_THERESA_GREEN_5 |= What joy! When Isiah and I married, we came here, but the colours seem much more vivid now. He took me to a secret glade, and we lay under the stars, and the Goddesses winked at us.
NPCSTORY_THERESA_GREEN_5 |= We had no favour from them, but it was a fun time, at least.
STORYTASK_NPCSTORY_GEOFFREY_BLACK_FRIENDLY |= Well, hey ho and hi ho silver lightning, it's away we go. I can tell our friendship is at the start of a long and beautiful journey. That or a quick trip around the block, eh?
STORYTASK_NPCSTORY_GEOFFREY_BLACK_FRIENDLY |= Have you ever wanted to be a smith? I couldn't lift a hammer if I tried. I did try to lift a hammer once, but Jeremie shouted, "You can't touch this!" He is very protective. I like feeling safe and secure. I also like feeling other things if you catch my meaning?! Wahey! I mean fine fabrics, of course. I always fancied being a tailor. Pity there are no marriable Mr Tailors around, eh? *wink*
STORYTASK_NPCSTORY_GEOFFREY_BLACK_LIKE |= Poor Jeremie. He keeps getting the most awful headaches. It is very inconvenient! I told him he needs to pop some nice little corks in his ears, but he looks at me as if I came into his forge at Summertide and used his tongs to curl my hair.
STORYTASK_NPCSTORY_GEOFFREY_BLACK_LIKE |= It really is affecting our friendship. One day he will listen or just become deaf!
STORYTASK_NPCSTORY_GEOFFREY_BLACK_NAME |= Catch a butterfly
STORYTASK_NPCSTORY_GEOFFREY_BLACK_DESC |= Catch any type of butterfly and release it in the marked area in the forge.
STORYTASK_NPCSTORY_GEOFFREY_BLACK_START |= It has come to a head... ache. Jeremie keeps saying worrying things. I think he may do something silly, like slice his bread or take the fat off his meat.
STORYTASK_NPCSTORY_GEOFFREY_BLACK_START |= Could you be an absolute love and help me? I asked Lucy Arrows about the Fae, and she says that there is a legend that an insect that will fly into your ear and soothe you like nothing else in Quill. A butterfly, I believe. Good luck!
STORYTASK_NPCSTORY_GEOFFREY_BLACK_END |= Bless you, sweetheart! I am soooo impressed! He is already saying the pains have gone, and all he can hear is the sweet music of the forge. Please take my precious ring as thanks. You are a star fallen from Aurore's bosom or wherever she keeps her stars.
STORYTASK_NPCSTORY_GOOSE_GANDER_FRIENDLY |= You seem to be a good sort. I'm sorry about all that unfriendliness due to that accursed Unwell.
STORYTASK_NPCSTORY_GOOSE_GANDER_FRIENDLY |= You did a great thing sorting that out.
STORYTASK_NPCSTORY_GOOSE_GANDER_FRIENDLY |= I have seen Daddy Long Legs a couple of times through the trees. A tall spindly figure stalking Dreadwaters at night. The candles keep him at bay. I quite like the smell of them. They certainly smell better than some of the dank waters in the marshes.
STORYTASK_NPCSTORY_GOOSE_GANDER_LIKE |= I heard you have a folklore fellow that runs around the Vale. Tickling Tom Hookfingers is his name. He sounds terrifying! Have you ever seen him? Did you try hitting him with your slingshot as he runs away? It sounds such a thrill!
STORYTASK_NPCSTORY_GOOSE_GANDER_LIKE |= I have always loved the unnatural. Ghosts, spirits, monsters, unusual legends. My favourite has to be Shuffling Nana, but she is far, far to the north, and ever since the dragon attack, the bridge is down, and nobody dare repair it! That really hurts trade.
STORYTASK_NPCSTORY_GOOSE_GANDER_NAME |= Find the Legendary book
STORYTASK_NPCSTORY_GOOSE_GANDER_DESC |= Find the invisible book in the Tomb in Dreadwaters.
STORYTASK_NPCSTORY_GOOSE_GANDER_START |= You are so great. You know what I would love? I would get my hands on a copy of Folklore & Legends by Sue Pernatural. It's a book I have always wanted. It is actually a bit of a legend itself as it is said one copy exists, and that copy was lost. 
STORYTASK_NPCSTORY_GOOSE_GANDER_START |= There is one teeny tiny problem potentially though.
STORYTASK_NPCSTORY_GOOSE_GANDER_START |= I was over at Paige's house, and she told me about it, and I read some books and one thing led to another and... well, it's apparently in *cough*Dreadwaters*cough*.
STORYTASK_NPCSTORY_GOOSE_GANDER_START |= Sorry. Yes, a journal from a tomb raider called Clara Loft mentioned she found the book in Daddy Long Legs tomb. She apparently tripped over something invisible, and when she shone her magical lantern on it, the book appeared. She was disturbed by Daddy, literally, and fled, leaving the book behind.
STORYTASK_NPCSTORY_GOOSE_GANDER_START |= So, if you can just hop along and find it and not die in the process, I'd be your fan for life.
STORYTASK_NPCSTORY_GOOSE_GANDER_END |= Incredible! Just how did you get this? And it's actually signed by the author. This is priceless, but you have my love and take this 250 Brass. Can't wait to read it! It even has colour illustrations! Woohoo!
STORYTASK_NPCSTORY_THERESA_BROWN_FRIENDLY |= Druida, smile on you. I can tell you have a good heart. We try to keep pure of heart, mind, spirit, and body in the Brown household. That all starts with a good diet. Fruits, grains and a bowl of kindness go a long way to feeding one's soul. 
STORYTASK_NPCSTORY_THERESA_BROWN_FRIENDLY |= Arthur used to be a voracious meat-eater, but after he met me, I showed him a better, healthier and more spiritually satiating way.
STORYTASK_NPCSTORY_THERESA_BROWN_FRIENDLY |= He was all meat and two veg, but now he is definitely a man who doesn't touch a sausage.
STORYTASK_NPCSTORY_THERESA_BROWN_LIKE |= Arthur is really struggling with the way of life we have. He often vanishes, but I usually find him in the old den or by our little pond. And he has a smell about him. It is quite fowl. And by that, I mean chickeny.
STORYTASK_NPCSTORY_THERESA_BROWN_LIKE |= I may be being paranoid, but I once found feathers when washing his underwear. Although, come to think of it, he did seem tickled pink just before that. 
STORYTASK_NPCSTORY_THERESA_BROWN_LIKE |= But, heh, it's all fine, really. Forget I mentioned it.
STORYTASK_NPCSTORY_THERESA_BROWN_NAME |= Throw a Pork Chop into the Pool
STORYTASK_NPCSTORY_THERESA_BROWN_DESC |= Go to the Pool of Passing at the Burial Grounds and throw a Pork Chop into it, of course. Use the Thatterway if you need to locate it.
STORYTASK_NPCSTORY_THERESA_BROWN_START |= May I discuss something? It is a little bit, shall we say, sensitive and requires discretion.
STORYTASK_NPCSTORY_THERESA_BROWN_START |= I caught Arthur in our cellar with a pork chop draped over his face. When I confronted him, he broke down and told me he just wanted a sample of something meaty, as he misses it but doesn't want to upset me. 
STORYTASK_NPCSTORY_THERESA_BROWN_START |= I think we need to get rid of that stuff once and for all. Could you go into our store just below our house and take that damnable pork chop? I am convinced it is cursed and has put a spell on him.
STORYTASK_NPCSTORY_THERESA_BROWN_START |= Then, go to the Pool of Passing at the Burial Grounds, where the funerals take place and throw it in there. 
STORYTASK_NPCSTORY_THERESA_BROWN_START |= Thank you.
STORYTASK_NPCSTORY_THERESA_BROWN_END |= Thank you for doing that with the pork chop! Out of sight, out of mind as I always say! May the Goddesses bless you.
STORYTASK_NPCSTORY_HERBERT_LEMON_FRIENDLY |= Herbert has no friends. Yet Herbert thinks you could be a friend. You know Fae. Maybe you could help Herbert one day. Herbert will think about it.
STORYTASK_NPCSTORY_HERBERT_LEMON_LIKE |= Herbert has something to tell you, yes he does. Herbert told nobody else. Nobody listens to Herbert. 
STORYTASK_NPCSTORY_HERBERT_LEMON_LIKE |= Herbert's father is a Fae! Yes, it is true! Herbert has Fae blood! That's why Herbert lives so long!
STORYTASK_NPCSTORY_HERBERT_LEMON_LIKE |= Herbert has a father who raised Herbert, and he told Herbert that he was different and special. Herbert's mother is dead now. She got eaten by monsters in the dark forests, yes! Herbert swore to protect the Vale from monsters, so Herbert built the wall and guards it day and night. No more mothers eaten!
STORYTASK_NPCSTORY_HERBERT_LEMON_NAME |= Track down Herbert's father.
STORYTASK_NPCSTORY_HERBERT_LEMON_DESC |= Search Tir Na Nog for the locked door and find the Gnome.
STORYTASK_NPCSTORY_HERBERT_LEMON_START |= Herbert wants to ask a favour. Herbert has been thinking about his Dad. Could you find him for Herbert? He is a Fae. You go to Fairy lands and find him? Herbert would be grateful. Before you go, I have something that may help. This key was left to me. Herbert thinks it will help you find Herbert's Dad.
STORYTASK_NPCSTORY_HERBERT_LEMON_END |= Returned you have! And with news? 
STORYTASK_NPCSTORY_HERBERT_LEMON_END |= It's true! Herbert has Fae blood! Nobody believed old Herbert, and they never will. Herbert happy though. Maybe father will be free to visit one day.
STORYTASK_NPCSTORY_HERBERT_LEMON_END |= Herbert likes you very much for helping. Take these and don't ask where I kept them!
NPCSTORY_HERBERT_LEMON_GNOME |= Are you him? You look far too young to be him. Are you Herbert?
NPCSTORY_HERBERT_LEMON_GNOME |= You are not? Then how did you get the key?
NPCSTORY_HERBERT_LEMON_GNOME |= Oh I see.
NPCSTORY_HERBERT_LEMON_GNOME |= Yes, it is true. Herbert is the offspring of myself and the human woman I fell in love with. Honey Lemon was her name. The Gnome Council found out and banished me into this cave for 150 years. It was a bit harsh, to be honest. I know for a fact that Gibble Wibblehorn got only five years banishment for putting laxatives in Sugar Plums. The Great Mess, they called it.
NPCSTORY_HERBERT_LEMON_GNOME |= Honey was eaten by monsters in one of the forests thinking she would find me there. Probably a trick by the Council to get rid of her. We Fae can be absolute gits sometimes.
NPCSTORY_HERBERT_LEMON_GNOME |= Being half-Fae means Herbert will live a tremendous amount of time, but the elder Gnomes hated that, and so they cursed Herbert with aged looks and body and left him in North Gate, seemingly a crazy man that nobody would believe. 
NPCSTORY_HERBERT_LEMON_GNOME |= Now, if you will excuse me, I need to soothe my plums.
STORYTASK_NPCSTORY_ARTHUR_BROWN_FRIENDLY |= Ooooh, you know what I fancy right now, friend? A lovely, juicy pear. Or a nice apple. I do like a bit of fruit. Nature's bounty, y'know? We Brown's just adore being part of the whole system. It's like - wooooahhh! Think about it, man. The apple grows, we eat the apple, our bodies take all the good and spit out the bad, and then that badness helps grow more apples.
STORYTASK_NPCSTORY_ARTHUR_BROWN_FRIENDLY |= Actually, when I put it like that, it does make apples seem less appealing.
STORYTASK_NPCSTORY_ARTHUR_BROWN_LIKE |= Oh man, I must tell you about a dream I had last night. I was in some cave, and all the animals I had ever eaten were there. They each, in turn, asked me to bite into them. They were competing to be the tastiest. But what is really strange is that I went to bed a little hungry and woke up completely full. That's like, wow, so freaky. Can we actually eat in our dreams and be nourished? Crazy.
STORYTASK_NPCSTORY_ARTHUR_BROWN_NAME |= Take Arthur Brown to Pig Auction.
STORYTASK_NPCSTORY_ARTHUR_BROWN_DESC |= Get Arthur to follow you to the Pig Auction and stand in the marked area.
STORYTASK_NPCSTORY_ARTHUR_BROWN_START |= I think I might need some help. My dreams have been getting increasingly vivid, and now I wake up sometimes with grass in my toes and dirty soles. I soon realised I was sneaking out at night to our underground store and sniffing pork chops. I couldn't bring myself to cook them up, though, as I know it would upset Theresa. Perhaps I need one moving experience to get it out of my system?
STORYTASK_NPCSTORY_ARTHUR_BROWN_START |= Could you take me to the Pig Auction on Festival Green when they are on? I think I need that to cure myself, no pun intended.
STORYTASK_NPCSTORY_ARTHUR_BROWN_END |= Woooahhh, that smell! It is absolutely disgusting. It has put me off pork for life, man.
STORYTASK_NPCSTORY_ARTHUR_BROWN_END |= I needed to clear my head, and this smell has cleared my head, nose, lungs and soul!
STORYTASK_NPCSTORY_ARTHUR_BROWN_END |= Thanks for the help, friend.


STORYTASK_NPCSTORY_LUCY_ARROWS_FRIENDLY |= It's nice to get to know you. A friend indeed is a friend indeed, or something like that.
STORYTASK_NPCSTORY_LUCY_ARROWS_FRIENDLY |= Have you seen any strange goings on? Any small folk in pointy hats?
STORYTASK_NPCSTORY_LUCY_ARROWS_FRIENDLY |= I see... Can't say, eh? Sworn to Fae secrets! *wink*
STORYTASK_NPCSTORY_LUCY_ARROWS_LIKE |= I used to be completely mad for Fairies as a young girl. My dad told me he had a book of pressed Fairies somewhere in the house. It sounded grotesque! I could never find the book, though. I am beginning to think he might have been pulling my leg.
STORYTASK_NPCSTORY_LUCY_ARROWS_LIKE |= Dad was always like that. Tall tales. Outlandish stories. I was entranced, though. That man could talk the hind legs off a Barghest.
STORYTASK_NPCSTORY_LUCY_ARROWS_NAME |= Become a Gnome for Lucy
STORYTASK_NPCSTORY_LUCY_ARROWS_DESC |= Find a way to become a Gnome and talk to Lucy. There is a plant that apparently has these qualities... Once you have done this, go to the marked area in Lucy's house.
STORYTASK_NPCSTORY_LUCY_ARROWS_START |= It would seem that we have become very close. In the time-honoured tradition, I think some task is in order.
STORYTASK_NPCSTORY_LUCY_ARROWS_START |= As you know, I am obsessed with the Fae. I would love to meet a Gnome. Ever since I saw them, I just wanted to... ooooooh... grab their little rosy cheeks and ruffle their beards.
STORYTASK_NPCSTORY_LUCY_ARROWS_START |= I mean, I would love to talk to them about their culture and home. Ahem. If you can just sort that out for me, I'd be grateful.
STORYTASK_NPCSTORY_LUCY_ARROWS_END |= I met a Gnome. Was very odd. But I guess you set that up. Thank you either way... it certainly passed some time. You are the best. Who needs Fae with friends like you?
