PIG_RACING |= 돼지 경주
Bubble_Desc_Sign |= 이 표지판을 사용하여 가게를 열고 닫을 수 있습니다. 직원이 작업을 시작하고 완료하면 자동으로 스토어가 열리고 닫힙니다. 가게가 닫혀 있어도 여전히 가게에서 일을 할 수 있으며, 재고를 만들거나 재고를 확보하기에 좋은 시간입니다.
Bubble_Name_HighPriest |= 대사제
Bubble_Desc_HighPriest |= 대사제는 결혼과 이혼을 도와줄 수 있습니다. 또한 전투에서 사용할 수 있도록 물을 축복할 수도 있습니다.
Bubble_Name_Master |= 마스터
Bubble_Desc_Master |= 마스터에게 스킬 잠금 해제에 필요한 아이템을 선물하세요. 마스터의 요구 사항 중 별 등급과 금액을 확인하세요. 마스터는 여신의 축복을 받았으므로 결혼할 수 없고 오래 살 수 없습니다.
Bubble_Name_Trader |= 상인
Bubble_Desc_Trader |= 상인과 상호작용할 때 푯말 옵션을 선택해 상인의 상품을 둘러보세요. 상인은 전 세계를 돌아다니므로 언제 어디서 나타날지 캘린더에 추가할 정보를 얻으세요.
Bubble_Name_AppleTree |= 과일 나무/식물
Bubble_Desc_AppleTree |= 상호작용하여 과일을 떨어뜨리세요. 속담을 찾아 축복을 사용하여 별 등급을 높이세요. 새총을 사용하여 과일을 따면 새총의 레벨이 올라갑니다.
Bubble_Name_BerryBush |= 베리 덤불
Bubble_Desc_BerryBush |= 상호작용하여 열매를 털어내세요. 속담을 찾고 축복을 사용해 별 등급을 높이세요. 새총을 사용해 열매를 쓰러뜨리면 새총의 레벨이 올라갑니다.
Bubble_Name_ItemSack |= 채집 자루
Bubble_Desc_ItemSack |= 배우자/가족의 수집품을 이 자루에 모아보세요.
Bubble_Name_Bed |= 침대
Bubble_Desc_Bed |= 게임을 저장하려면 수면을 취합니다(1시간도 가능합니다). 게임은 오전 6시에 자동으로 저장됩니다.
Bubble_Name_MiningPoint |= 광석 층
Bubble_Desc_MiningPoint |= 곡괭이를 사용하여 대장장이 제작에 필요한 광석을 수집하세요. 곡괭이는 사용할수록 레벨이 올라가서 더 많은 수확량과 같은 특전을 부여합니다. 광석은 광석 종류와 활성화된 축복에 따라 특정 일수가 지나면 다시 생성됩니다.
Bubble_Name_Outhouse |= 변소
Bubble_Desc_Outhouse |= 변소는 헛배부름과 같은 특정 일시적 특성을 제거하는 데 사용할 수 있으며, 나중에 다른 용도로도 사용할 수 있습니다...
Bubble_Name_Rootway |= 페이 출입구
Bubble_Desc_Rootway |= 이 열쇠를 이용해 빠르게 이동하세요... 올바른 열쇠만 있다면...
Bubble_Name_LemonadeStand |= 레모네이드 가판대
Bubble_Desc_LemonadeStand |= 단품 판매에 사용합니다. 가격과 매대를 대여할 시간을 설정하고 기다립니다.
Bubble_Name_BiddingPlatform |= 경매장
Bubble_Desc_BiddingPlatform |= 경매일이 활성화되면 상호작용을 통해 경매에 참여하고 동물을 입찰할 수 있습니다. 각 안식처마다 경매하는 동물 종류가 다릅니다. 경매가 열리는 날에 대한 정보를 찾으면 달력에 추가됩니다.
Bubble_Name_MinigameHost |= 미니게임 호스트
Bubble_Desc_MinigameHost |= 상호 작용하여 상금을 받을 수 있는 미니 게임을 시작합니다.
Bubble_Name_RacingBookie |= 경주 창구
Bubble_Desc_RacingBookie |= 상호 작용하여 경주에서 우승자를 선택하세요. 동물들을 살펴보고 가장 좋아하는 동물을 골라 우승자를 선택하세요. 더 큰 상금이 걸린 더 큰 이벤트가 있으며, 올바른 애완동물 유형을 팔로우하고 있다면 경주에 참가할 수 있습니다. 각 안식처마다 경주에 참가할 수 있는 동물의 종류가 다릅니다. 이벤트가 언제 열리는지 달력에서 확인하세요.
Bubble_Name_FlourMill |= 맷돌
Bubble_Desc_FlourMill |= 맷돌을 사용하여 밀을 갈아서 밀가루를 만듭니다. 밀가루는 베이킹에 사용하거나 판매할 수 있습니다. 별 등급이 높은 밀은 품질은 향상되지 않지만 수확량은 향상됩니다. 따라서 5성 밀은 밀가루 5개를 제공합니다.
Bubble_Name_MailBox |= 우편함
Bubble_Name_PostOffice |= 비둘기 우체국
Bubble_Desc_MailBox |= 서신을 들고있는 새를 본다면, 여러분을 위한 새로운 편지가 온 것 입니다! 여러분은 또한 여기에서 여러분의 편지 보관소를 확인할 수 있습니다.
Bubble_Name_Postbox |= 우편함
Bubble_Desc_Postbox |= 직접 아이템을 선물/전달할 NPC를 찾을 수 없는 경우 우편함을 통해 선물할 수 있습니다.
Bubble_Name_Noticeboard |= 게시판
Bubble_Desc_Noticeboard |= 게시판과 상호작용하여 마을의 요청부터 이벤트 및 축제 정보에 이르기까지 모든 공지를 찾아보세요.
Bubble_Name_SellingBox |= 판매 테이블
Bubble_Desc_SellingBox |= 이 상점에서 관련 아이템을 판매하여 돈을 벌 수 있습니다.
Bubble_Name_MonumentStone |= 홈스톤
Bubble_Desc_MonumentStone |= 홈스톤을 통해 집의 현재 전반적인 우정 수준을 확인할 수 있습니다. 막대의 임계값 표시를 통과하면 권한이 부여되어 작물 밭을 사용하고, 농작물과 열매를 따고, 스토브를 사용할 수 있습니다.
Bubble_Name_GoodsStorage |= 재고 찬장
Bubble_Desc_GoodsStorage |= 재고 찬장을 사용하여 매장 직원이 선반이 비었을 때 채우는 데 사용할 수 있는 품목을 보관하세요. 여기에서 재고를 주문할 수도 있습니다.
Bubble_Name_CowShed |= 외양간
Bubble_Desc_CowShed |= 외양간은 소를 행복하게 유지하고 소의 기분 저하를 늦추는 데 도움이 됩니다. 외양간을 움직이면 소도 움직입니다.
Bubble_Name_SheepShelter |= 양 우리
Bubble_Desc_SheepShelter |= 양을 조금 더 행복하게 만들고 양들의 기분 저하를 늦추세요.
Bubble_Name_PigPen |= 돼지 우리
Bubble_Desc_PigPen |= 돼지를 조금 더 행복하게 만들고 양들의 기분 저하를 늦추세요.
Bubble_Name_ChickenCoop |= 닭장
Bubble_Desc_ChickenCoop |= 닭을 조금 더 행복하게 만들고 양들의 기분 저하를 늦추세요.
Bubble_Name_ToolShed |= 도구 창고
Bubble_Desc_ToolShed |= 여분의 도구를 창고에 보관하세요.
Bubble_Name_InspectingGadget |= 가젯 검사기
Bubble_Desc_InspectingGadget |= 하루에 한 번씩 아이템을 안에 넣어서 정보를 알아보세요.
Bubble_Name_SeedReplicatron |= 씨앗 생성기
Bubble_Desc_SeedReplicatron |= 썩은 사과를 사랑스러운 씨앗으로 바꿉니다.
Bubble_Name_Altar |= 제단
Bubble_Desc_Altar |= 일주일에 한 번, 필요한 스킬이 있으면 나무 우상을 획득하여 판매하거나 전투에 사용해 강력한 효과를 얻을 수 있습니다.
Bubble_Name_HonestyBox |= 정직한 상자
Bubble_Desc_HonestyBox |= 정직한 상자에 원하지 않는 물건을 넣으면 마을 사람들이 지나가다가 물건을 사서 돈을 넣어갈 수 있습니다. 그 물건의 기본 가격을 받게 됩니다.
Bubble_Name_FnFObject |= 건물 표지판
Bubble_Desc_FnFObject |= 표지판과 상호작용하여 건설을 위한 건물 메뉴에 액세스합니다. 일꾼을 배정하고 필요한 자원을 확인합니다. 건설 중에 아이템을 선물하여 팀의 에너지를 높일 수 있습니다. 식사에 별이 많을수록 에너지 레벨이 더 많이 충전됩니다.
Bubble_Name_BlueprintTable |= 커스터마이징 테이블
Bubble_Desc_BlueprintTable |= 상호작용하여 커스터마이징 모드로 들어갑니다. 플롯을 선택하고 카탈로그를 사용하여 농장을 꾸밀 아이템을 선택합니다.
Bubble_Name_Campfire |= 캠프파이어
Bubble_Desc_Campfire |= 게임을 저장합니다. 어른이 되면 휴식을 취할 수 있습니다.
Bubble_Name_PlotSign |= 플롯 표지판
Bubble_Desc_PlotSign |= 이 플롯을 아직 소유하지 않은 경우 상호작용하여 구매합니다. 소유하고 있다면 상호작용하여 커스터마이징 모드로 들어갑니다. 플롯을 선택하고 카탈로그를 사용하여 농장을 꾸밀 아이템을 선택합니다.
Bubble_Name_WoodTree |= 목재 나무
Bubble_Desc_WoodTree |= 도끼를 사용하여 나무 자원을 보충할 수 있는 이 나무를 자릅니다.

UI_Lemonade_TooLate |= 가판대를 열기에는 너무 늦었습니다.

GS_Stock01Title |= 잡화점 재고 1
GS_Stock01Desc |= 다양한 일반 품목 중에서 주문하세요.
GS_Stock02Title |= 잡화점 재고 2
GS_Stock02Desc |= 다양한 희귀 품목 중에서 주문하세요.
GS_Stock03Title |= 잡화점 재고 3
GS_Stock03Desc |= 더 많은 희귀 품목 중에서 주문하세요.
GS_Stock04Title |= 잡화점 재고 4
GS_Stock04Desc |= 다양한 페이 아이템 중에서 주문하세요.
GS_StockQuality01Title |= 재고 품질 1
GS_StockQuality01Desc |= 플레이어는 잡화점 일반 상자를 주문할 수 있습니다.
GS_StockQuality02Title |= 재고 품질 2
GS_StockQuality02Desc |= 플레이어는 잡화점 프리미엄 상자를 주문할 수 있습니다.
GS_StockQuality03Title |= 재고 품질 3
GS_StockQuality03Desc |= 상자의 가격이 인하됩니다.
GS_DeliveryTime01Title |= 배달 시간 1
GS_DeliveryTime01Desc |= 재고 배송이 2일 밖에 걸리지 않습니다.
GS_DeliveryTime02Title |= 배달 시간 2
GS_DeliveryTime02Desc |= 재고 배송이 1일 밖에 걸리지 않습니다.
GS_Staff01Title |= 잡화점 직원 교육 1
GS_Staff01Desc |= 일할 때 직원은 거래 +3을 얻습니다.
GS_Staff02Title |= 잡화점 직원 교육 2
GS_Staff02Desc |= 일할 때 직원은 속도 +3을 얻습니다.
GS_Staff03Title |= 잡화점 직원 교육 3
GS_Staff03Desc |= 일할 때 직원은 거래와 속도 +5를 얻습니다.
GS_CustomerExp01Title |= 고객 경험 1
GS_CustomerExp01Desc |= 이름있는 고객은 친밀도가 높을수록 판매할 때마다 소정의 팁을 제공합니다.
GS_CustomerExp02Title |= 고객 경험 2
GS_CustomerExp02Desc |= 이름있는 고객은 친절할수록 불만족스러워도 평판 하락이 적습니다.
GS_CustomerExp03Title |= 고객 경험 3
GS_CustomerExp03Desc |= 이름있는 고객은 판매자와 친밀도가 높을수록 판매할 때마다 소정의 평판 보너스를 받을 수 있습니다.
GS_WindowShopperTitle |= 지역 상인 1
GS_WindowShopperDesc |= 상점 방문자는 별 등급이 더 높은 품목을 판매할 가능성이 더 높습니다.
GS_PeoplePersonTitle |= 사람 사람 1
GS_PeoplePersonDesc |= 고객이 창문 전시 품목을 구매할 확률이 훨씬 높아집니다.
GS_Merchant01Title |= 도매상 1
GS_Merchant01Desc |= 재고 가격 인하 - 예산 상자.
GS_Merchant02Title |= 도매상 2
GS_Merchant02Desc |= 재고 가격 인하 - 일반 상자.
GS_Morale01Title |= 의욕 1
GS_Morale01Desc |= 우정 레벨 2마다 직원이 체력 +1을 얻습니다.
GS_Morale02Title |= 의욕 2
GS_Morale02Desc |= 직원의 기분이 좋으면 모든 능력치가 +2 증가합니다. 이 부스트는 업무 외 시간에도 유지됩니다.
GS_VendiVidiVici01Title |= 팔았노라 보았노라 이겼노라 1
GS_VendiVidiVici01Desc |= 매일 무작위 아이템이 선물로 주어지며, 바깥 나무 그루터기에 남겨집니다.
GS_VendiVidiVici02Title |= 팔았노라 보았노라 이겼노라 2
GS_VendiVidiVici02Desc |= 매일 아이템 묶음이 선물로 주어지며 바깥 나무 그루터기에 남겨집니다.
GS_VendiVidiVici03Title |= 팔았노라 보았노라 이겼노라 3
GS_VendiVidiVici03Desc |= 선물받은 아이템은 전날 판매한 최고 등급 아이템의 별 등급과 일치합니다.

BS_Stock01Title |= 대장간 재고 1
BS_Stock01Desc |= 다양한 광석과 아이템 중에서 주문하세요.
BS_Stock02Title |= 대장간 재고 2
BS_Stock02Desc |= 더 많은 종류의 광석과 아이템 중에서 주문하세요.
BS_Stock03Title |= 대장간 재고 3
BS_Stock03Desc |= 더욱 다양한 종류의 광석과 아이템을 주문하세요.
BS_Stock04Title |= 대장간 재고 4
BS_Stock04Desc |= 다양한 페이 광석 중에서 주문하세요.
BS_StockQuality01Title |= 재고 품질 1
BS_StockQuality01Desc |= 플레이어는 대장간 일반 상자를 주문할 수 있습니다.
BS_StockQuality02Title |= 재고 품질 2
BS_StockQuality02Desc |= 플레이어는 대장간 프리미엄 상자를 주문할 수 있습니다.
BS_StockQuality03Title |= 재고 품질 3
BS_StockQuality03Desc |= 상자 가격이 인하됩니다.
BS_DeliveryTime01Title |= 배달 시간 1
BS_DeliveryTime01Desc |= 재고 배송이 2일 밖에 걸리지 않습니다.
BS_DeliveryTime02Title |= 배달 시간 2
BS_DeliveryTime02Desc |= 재고 배송이 1일 밖에 걸리지 않습니다.
BS_Staff01Title |= 대장간 직원 교육 1
BS_Staff01Desc |= 일할 때 직원은 힘 +3을 얻습니다.
BS_Staff02Title |= 대장간 직원 교육 2
BS_Staff02Desc |= 일할 때 직원은 명중 +3을 얻습니다.
BS_Staff03Title |= 대장간 직원 교육 3
BS_Staff03Desc |= 일할 때 직원은 힘과 명중 +5를 얻습니다.
BS_CustomerExp01Title |= 고객 경험 1
BS_CustomerExp01Desc |= 이름있는 고객은 친밀도가 높을수록 판매할 때마다 소정의 팁을 제공합니다.
BS_CustomerExp02Title |= 고객 경험 2
BS_CustomerExp02Desc |= 이름있는 고객은 친절할수록 불만족스러워도 평판 하락이 적습니다.
BS_CustomerExp03Title |= 고객 경험 3
BS_CustomerExp03Desc |= 이름있는 고객은 판매자와 친밀도가 높을수록 판매할 때마다 소정의 평판 보너스를 받을 수 있습니다.
BS_ManicMinerTitle |= 정신없는 광부 1
BS_ManicMinerDesc |= Visitors to the shop will sell you ore on occasions.
BS_PeoplePersonTitle |= 사람 사람 1
BS_PeoplePersonDesc |= 임시 아이템이 성공할 확률이 높아집니다.
BS_Merchant01Title |= 도매상 1
BS_Merchant01Desc |= 재고 가격 인하 - 예산 상자.
BS_Merchant02Title |= 도매상 2
BS_Merchant02Desc |= 재고 가격 인하 - 일반 상자.
BS_Morale01Title |= 의욕 1
BS_Morale01Desc |= 우정 레벨 2마다 직원이 체력 +1을 얻습니다.
BS_Morale02Title |= 의욕 2
BS_Morale02Desc |= 직원의 기분이 좋으면 모든 능력치가 +2 증가합니다. 이 부스트는 업무 외 시간에도 유지됩니다.
BS_LodeOfStuff01Title |= 로드 오프 스터프 1
BS_LodeOfStuff01Desc |= 외부의 암석에서 무작위 광석이 생산됩니다.
BS_LodeOfStuff02Title |= 로드 오프 스터프 2
BS_LodeOfStuff02Desc |= 암석의 광석은 채굴 시 높은 수확량을 자랑합니다.
BS_LodeOfStuff03Title |= 로드 오프 스터프 3
BS_LodeOfStuff03Desc |= 채굴한 광석은 전날 판매한 최고 등급의 도구/무기의 별 등급과 일치합니다.

AP_Stock01Title |= 약재상 재고 1
AP_Stock01Desc |= 다양한 일반 품목 중에서 주문하세요.
AP_Stock02Title |= 약재상 재고 2
AP_Stock02Desc |= 다양한 희귀 품목 중에서 주문하세요.
AP_Stock03Title |= 약재상 재고 3
AP_Stock03Desc |= 더 많은 희귀 품목 중에서 주문하세요.
AP_Stock04Title |= 약재상 재고 4
AP_Stock04Desc |= 다양한 페이 아이템 중에서 주문하세요.
AP_StockQuality01Title |= 재고 품질 1
AP_StockQuality01Desc |= 플레이어는 약재상 일반 상자를 주문할 수 있습니다.
AP_StockQuality02Title |= 재고 품질 2
AP_StockQuality02Desc |= 플레이어는 약재상 프리미엄 상자를 주문할 수 있습니다.
AP_StockQuality03Title |= 재고 품질 3
AP_StockQuality03Desc |= 상자의 가격이 인하됩니다.
AP_DeliveryTime01Title |= 배달 시간 1
AP_DeliveryTime01Desc |= 재고 배송이 2일 밖에 걸리지 않습니다.
AP_DeliveryTime02Title |= 배달 시간 2
AP_DeliveryTime02Desc |= 재고 배송이 1일 밖에 걸리지 않습니다.
AP_Staff01Title |= 약재상 직원 교육 1
AP_Staff01Desc |= 일할 때 직원은 지능 +3을 얻습니다.
AP_Staff02Title |= 약재상 직원 교육 2
AP_Staff02Desc |= 일할 때 직원은 체질 +3을 얻습니다.
AP_Staff03Title |= 약재상 직원 교육 3
AP_Staff03Desc |= 일할 때 직원은 지능과 체질 +5를 얻습니다.
AP_CustomerExp01Title |= 고객 경험 1
AP_CustomerExp01Desc |= 이름있는 고객은 친밀도가 높을수록 판매할 때마다 소정의 팁을 제공합니다.
AP_CustomerExp02Title |= 고객 경험 2
AP_CustomerExp02Desc |= 이름있는 고객은 친절할수록 불만족스러워도 평판 하락이 적습니다.
AP_CustomerExp03Title |= 고객 경험 3
AP_CustomerExp03Desc |= 이름있는 고객은 판매자와 친밀도가 높을수록 판매할 때마다 소정의 평판 보너스를 받을 수 있습니다.
AP_SaltySellersTitle |= 예민한 판매자 1
AP_SaltySellersDesc |= 상점 방문자가 가끔 재료를 판매하기도 합니다.
AP_PeoplePersonTitle |= 사람 사람 1
AP_PeoplePersonDesc |= 위약의 성공 확률이 더 높습니다.
AP_Merchant01Title |= 도매상 1
AP_Merchant01Desc |= 재고 가격 인하 - 예산 상자.
AP_Merchant02Title |= 도매상 2
AP_Merchant02Desc |= 재고 가격 인하 - 일반 상자.
